Vehicle_Line,Derivative,Trim,Model_Year,Total_Price_GBP,Interior_Colour,Exterior_Colour,Feature_Codes
F-Pace,D240,R-Dynamic SE,2021,50932,Cirrus,Lantau Bronze,"['SF022', 'IT009', 'SF020', 'DA002', 'SF007', 'SF018', 'LT001', 'CL010', 'EP002', 'SF003', 'IT010', 'SF001']"
Range Rover,D300 LWB,HSE,2024.5,164306,Titan,Spectral British Racing Green,"['WS002', 'IT002', 'CV004', 'DA001', 'LT001', 'CL003', 'RF002', 'SF014', 'CL008']"
F-Pace,D240,R-Dynamic HSE,2021.5,74690,Moonbeam,Eiger Grey,"['DA006', 'RF002', 'CL002', 'WS003', 'CV009', 'LT007', 'CV005', 'LT003', 'SF001', 'EP001', 'WS009', 'DA001', 'CL003']"
Discovery,D300,S,2022.5,52412,Nimbus,Kaikoura Stone,"['DA005', 'IT010', 'SF020', 'CV002', 'SF022']"
Defender,D240 110,SE,2022,54962,Espresso,Balmoral Blue,"['LT006', 'CV002', 'SF014', 'WS011', 'CV011', 'SF020', 'CV004', 'SF006', 'EP002', 'DA001', 'SF018', 'IT001']"
Defender,P300 130,Octa,2022.5,182230,Vintage Tan,Silicon Silver,"['CP001', 'WS015', 'CP006', 'DA020', 'EP005', 'EP014', 'IT017', 'IT013', 'IT010', 'SS004', 'IL005', 'IT006', 'WS009']"
F-Pace,P575 SVR,SVR,2021,210480,Dove,Champagne Gold,"['CL004', 'WS020', 'CP004', 'RF003', 'IT006', 'EP001', 'WS003', 'LT005', 'AS008', 'SF018', 'IL004']"
Range Rover Evoque,D180,Dynamic HSE,2023,62540,Brogue,Byron Blue,"['CL010', 'CV006', 'CL002', 'RF003', 'WS002', 'CL011', 'IT008', 'DA003', 'SF016', 'SF001', 'CL012', 'DA002', 'IL001', 'LT007']"
Range Rover,P460e PHEV SWB,SE,2024.5,133500,Brogue,Champagne Gold,"['SF008', 'SF007', 'SF004', 'CV004', 'WS001', 'SF022', 'CV002', 'SF002', 'SF005', 'SF006', 'SF003']"
Defender,P400 110,S,2023,50454,Perlino,Corris Grey,"['SF020', 'IT001', 'SF022', 'SF002', 'EP001']"
Range Rover,P530 SWB,Autobiography,2023,205050,Caraway,Santorini Black,"['IL010', 'CL002', 'EP008', 'LT017', 'IL011', 'CL003', 'WS009', 'EP007', 'LT010', 'LT018', 'IL006', 'CP006', 'CP004', 'WS013']"
Range Rover Sport,P460e PHEV,Autobiography,2024.5,194500,Moonbeam,Carpathian Grey,"['IL006', 'IT004', 'DA018', 'EP010', 'CS001', 'IL002', 'CL002', 'SF008', 'WS019', 'CS010', 'CP005', 'DA014', 'SF004']"
Discovery,D300,HSE,2024,85658,Cloud,Corris Grey,"['IT002', 'SF016', 'SF004', 'SF009', 'EP003', 'LT006', 'CV005', 'IT010', 'LT002', 'WS003', 'CL009']"
F-Pace,P400,SVR,2023,119832,Siena Tan,Silicon Silver,"['WS016', 'LT001', 'RF001', 'LT013', 'IL009', 'WS005', 'IT020', 'CS006', 'SF024', 'AS005', 'AS008', 'SS011', 'EP007', 'SS013', 'LT004']"
F-Pace,D200,R-Dynamic S,2022,62649,Titan,Corris Grey,"['CV007', 'DA001', 'IL001', 'LT018', 'DA003', 'CV004', 'SS001', 'WS009', 'LT002', 'DA006', 'DA007', 'IT020', 'LT017', 'LT012', 'SF005']"
Range Rover Velar,P300,Dynamic HSE,2024.5,99000,Glacier White,Ostuni Pearl White,"['RF002', 'WS003', 'IL005', 'CV005', 'SF001', 'LT003', 'DA005', 'WS009', 'DA007', 'IT011', 'SF016']"
Range Rover Velar,P300,S,2023.5,57640,Reims Blue,Santorini Black,"['LT005', 'SF005', 'IT010', 'SF004', 'CL006', 'SF022', 'CV002']"
Range Rover,D350 SWB,Autobiography,2021.5,172040,Glacier White,Sunset Gold Satin,"['SS008', 'IT020', 'LT012', 'IL010', 'CP005', 'WS003', 'CS015', 'CS013', 'CL003', 'EP007', 'DA012', 'CL004', 'DA008', 'SF007', 'SS014', 'AS009', 'DA016']"
Discovery,P300,HSE,2022,73560,Siena Tan,Champagne Gold,"['WS009', 'SF016', 'IT002', 'SF012', 'CL011', 'IT010', 'CV010', 'CL009', 'IL001', 'SF003', 'CL008', 'IT009']"
Discovery Sport,D180,SE,2024.5,42040,Nimbus,Indus Silver,"['IT009', 'SF009', 'CV002', 'CV011', 'SF005', 'LT001', 'SF011', 'CV001', 'CL010']"
Discovery Sport,D180,HSE Luxury,2020,51200,Robusta,Eiger Grey,"['CL012', 'CL011', 'WS009', 'SF015', 'SF001', 'IT008', 'RF002', 'IT009', 'WS003', 'DA002']"
Discovery Sport,P250,HSE Luxury,2025,72554,Navy,Aruba,"['IT002', 'SF002', 'SF020', 'IL002', 'RF003', 'CL011', 'IL005', 'IT008', 'WS009', 'SF001', 'CV005']"
Range Rover Evoque,P250,Dynamic SE,2021,35017,Light Oyster,Lantau Bronze,"['SF018', 'CL001', 'DA001', 'IT001', 'SF006', 'IT010', 'SF011', 'SF008', 'CV011', 'SF003', 'SF005']"
Range Rover Evoque,P250,Dynamic HSE,2024.5,65280,Ivory,Byron Blue,"['IL002', 'CL011', 'CV005', 'DA006', 'SF009', 'SF015', 'SF014', 'WS002', 'LT003', 'CV007', 'RF003']"
Range Rover,D300 LWB,HSE,2022.5,154124,Acorn,Narvik Black,"['RF003', 'EP001', 'DA003', 'WS009', 'CV004', 'IT003', 'LT003', 'CV009', 'SF011', 'SF006', 'CL009', 'IL005', 'IL001']"
Defender,P400 110,SE,2023,64677,Siena Tan,Fuji White,"['LT006', 'SF014', 'SF020', 'CV001', 'IT009', 'WS006', 'CL002', 'SF010', 'DA005', 'SF002', 'EP001', 'IT010']"
Range Rover Velar,P400,Dynamic HSE,2024.5,107195,Espresso,Fuji White,"['IT002', 'WS002', 'CL003', 'SF009', 'CV007', 'WS008', 'IT001', 'DA001', 'SF022', 'LT003', 'CL012', 'RF003', 'SF018', 'LT007', 'IT005']"
Range Rover Velar,P400,Dynamic SE,2022.5,70088,Ebony,Silicon Silver,"['DA001', 'CL008', 'CV002', 'IT010', 'CV001', 'SF020', 'WS001', 'IT004', 'IT009', 'LT006', 'CV004', 'SF008']"
Range Rover Evoque,D200,Dynamic HSE,2023.5,61976,Dove,Byron Blue,"['IT009', 'LT002', 'WS003', 'CL008', 'IL002', 'IT005', 'WS009', 'IL005', 'CL003', 'IT003']"
Range Rover Velar,P300,Autobiography,2020.5,90810,Reims Blue,Byron Blue,"['CV011', 'IL006', 'CL001', 'WS002', 'WS015', 'IT020', 'AS003', 'CS009', 'RF004', 'LT020', 'SS005', 'IL004']"
Range Rover Evoque,D180,Autobiography,2020,54800,Cirrus,Champagne Gold,"['LT011', 'CV007', 'SS001', 'LT012', 'LT006', 'CV006', 'SS008', 'DA007', 'DA014', 'CL017', 'CV019', 'CL004', 'DA020']"
Defender,D240 110,HSE,2022,75390,Espresso,Spectral British Racing Green,"['WS009', 'CV007', 'IT011', 'IL005', 'IT008', 'SF002', 'CL012', 'LT003', 'RF003', 'SF012']"
Range Rover Evoque,P250,S,2024,38372,Moonbeam,Byron Blue,"['SF020', 'IT001', 'SF001', 'SF006', 'DA001', 'CV002', 'SF009', 'SF002']"
Range Rover Sport,P530,SVR,2021,193410,Cloud,Sunset Gold Satin,"['CS011', 'CL012', 'CL011', 'WS002', 'IT005', 'AS009', 'DA018', 'DA015', 'SF001', 'IT020', 'IT023', 'CP003', 'WS009', 'WS013', 'WS011', 'IT011', 'EP011', 'DA010']"
Defender,P300 130,SE,2021,61252,Robusta,Spectral British Racing Green,"['SF007', 'LT006', 'SF003', 'DA001', 'EP001', 'DA005', 'CV004', 'SF014', 'IT009', 'CL008', 'CV011']"
Discovery Sport,P200,SE,2022.5,37776,Copper,Rossello Red,"['SF014', 'WS002', 'DA001', 'IT001', 'SF009', 'SF008', 'CV010', 'CV002', 'CL008']"
Discovery Sport,D200,S,2024,35132,Caraway,Carpathian Grey,"['IT007', 'CL008', 'SF005', 'SF004', 'CL006']"
F-Pace,P400,R-Dynamic SE,2024,63968,Espresso,Carpathian Grey,"['CV011', 'CL001', 'DA001', 'SF018', 'SF007', 'SF006', 'SF003', 'CV002', 'IT010', 'CV001']"
Range Rover,P530 LWB,HSE,2021.5,165175,Titan,Santorini Black,"['IT002', 'CV002', 'CL011', 'IL002', 'IT008', 'CL010', 'SF018', 'CV005', 'IT005', 'CL012', 'CV009', 'CL002']"
Range Rover Sport,P460e PHEV,Dynamic S,2020.5,104760,Copper,Varesine Blue,"['RF002', 'IL009', 'EP014', 'DA018', 'AS007', 'CL002', 'IT024', 'CS004', 'CS013', 'WS003', 'IT005', 'SS015']"
Range Rover Sport,P550e PHEV,Autobiography,2025,206200,Navy,Eiger Grey,"['IL001', 'WS018', 'SF010', 'WS002', 'CV009', 'CV007', 'LT004', 'DA017', 'DA018', 'IL002', 'IT005', 'WS017']"
Range Rover,P550e PHEV LWB,SE,2022,133925,Eclipse,Byron Blue,"['SF008', 'IT010', 'SF002', 'SF009', 'SF006', 'CV002', 'IT009', 'SF003', 'DA001', 'IT001', 'LT006', 'SF005']"
Range Rover Sport,P400,Autobiography,2024.5,175887,Glacier White,Gondwana Stone,"['SF024', 'CL014', 'IL010', 'DA015', 'IT004', 'EP010', 'LT003', 'IT018', 'CV017', 'CV009', 'CL007', 'EP007', 'WS020', 'DA011', 'CV006', 'SS008']"
Discovery Sport,P290,HSE Luxury,2024.5,69087,Copper,Gondwana Stone,"['EP002', 'LT002', 'EP003', 'SF015', 'CL008', 'WS009', 'IL001', 'SF018', 'DA005', 'SF001', 'IT005', 'IT009', 'LT007', 'CL003']"
Discovery,D300,HSE,2024,97308,Cloud,Kaikoura Stone,"['DA002', 'LT001', 'SF008', 'SF011', 'CL012', 'CL011', 'IT002', 'EP002', 'SF002', 'IL002', 'CL002', 'CV006', 'SF001', 'IT005']"
Discovery,P360,S,2021.5,48752,Vintage Tan,Lantau Bronze,"['CV001', 'CL008', 'SF003', 'SF022', 'SF002', 'SF008']"
Range Rover,P530 SWB,HSE,2024.5,180200,Glacier White,Eiger Grey,"['IL002', 'WS003', 'LT002', 'IT011', 'WS009', 'CV006', 'WS008', 'CL002', 'IT005', 'IL001']"
F-Pace,P300,SVR,2024,119450,Nimbus,Carpathian Grey,"['CL006', 'IT011', 'CP008', 'IT012', 'CP006', 'IL005', 'AS010', 'CP002', 'CP001', 'SS015', 'IT021', 'IT018']"
Range Rover,P460e PHEV LWB,Autobiography,2023.5,225501,Ebony,Byron Blue,"['IL008', 'CV012', 'CS002', 'CV004', 'WS013', 'CL009', 'WS016', 'AS007', 'CS005', 'WS004', 'CV009', 'AS010', 'IT002']"
Defender,P300 90,X-Dynamic,2022.5,75638,Dove,Silicon Silver,"['AS003', 'RF003', 'IL001', 'CV008', 'CL013', 'DA005', 'IL004', 'CL019', 'EP003', 'LT011', 'EP013', 'SS009', 'LT004']"
Discovery,D250,S,2022,49532,Navy,Bright White,"['WS001', 'SF006', 'SF009', 'IT007', 'SF010', 'CL001', 'CV011', 'CL008']"
Range Rover,P460e PHEV LWB,SV,2021,253112,Brogue,Byron Blue,"['LT007', 'IL006', 'DA003', 'WS019', 'CL009', 'CP007', 'RF001', 'IL001', 'AS007', 'CV006', 'IL009', 'IT003', 'IT015', 'IT006', 'SS005', 'IT020']"
Discovery,P360,HSE,2023,89902,Copper,Eiger Grey,"['IT005', 'IL001', 'DA001', 'CL011', 'IL002', 'CL003', 'WS008', 'LT003', 'DA003']"
Discovery Sport,D200,HSE,2023.5,62676,Cirrus,Portofino Blue,"['LT002', 'IL002', 'IT005', 'CV006', 'CV005', 'CL009', 'CL012', 'IT010', 'IL001', 'SF020']"
F-Pace,D240,SVR,2022.5,108430,Glacier White,Seoul Pearl Silver,"['SS008', 'CS009', 'CP009', 'RF004', 'CV010', 'DA015', 'WS002', 'IT005', 'WS020', 'CP001', 'CS011', 'SF006', 'DA004', 'CP010', 'CP007']"
F-Pace,D200,R-Dynamic SE,2023,56592,Siena Tan,Sunset Gold Satin,"['IT010', 'CL001', 'SF007', 'SF009', 'SF003', 'WS002', 'IT002', 'SF006', 'SF018', 'CL009', 'CL008', 'CV011']"
Range Rover,P460e PHEV SWB,SV,2022.5,240130,Flame Red,Bright White,"['CP007', 'SS003', 'WS005', 'WS013', 'CP009', 'SS002', 'CV008', 'CL013', 'AS009', 'SS011', 'IL007', 'IT022', 'EP008', 'LT001', 'SS001', 'CL020', 'WS008']"
Range Rover Evoque,D200,Autobiography,2024,72450,Espresso,Spectral British Racing Green,"['WS008', 'CL010', 'EP008', 'IT005', 'WS006', 'SF008', 'IL001', 'LT019', 'SS001', 'DA018', 'AS008', 'DA017', 'CV006', 'SF010']"
Defender,D300 90,SE,2024.5,63592,Titan,Aruba,"['CV010', 'CV001', 'SF008', 'DA005', 'EP008', 'SF007', 'SF004', 'SF018', 'EP001', 'LT002']"
Range Rover Evoque,D200,Dynamic HSE,2021.5,57636,Light Oyster,Ostuni Pearl White,"['DA002', 'IT002', 'CV004', 'CV006', 'IT010', 'CV001', 'SF003', 'DA006', 'IL002', 'IL005', 'IT005', 'CL002']"
Defender,P400 90,SE,2022.5,57226,Perlino,Corris Grey,"['SF004', 'SF009', 'WS008', 'SF007', 'CL008', 'SF011', 'LT006', 'IT001', 'CV002', 'CL010']"
Discovery,D250,HSE,2021,78359,Dove,Seoul Pearl Silver,"['WS009', 'SF004', 'SF003', 'EP003', 'CV006', 'CV005', 'EP002', 'DA006', 'LT002', 'IT005', 'LT007', 'WS008', 'SF010', 'DA002']"
Range Rover Sport,P530,Dynamic SE,2023.5,114800,Eclipse,Narvik Black,"['EP001', 'DA005', 'SF011', 'SF005', 'CL008', 'SF008', 'SF022', 'DA001', 'CV011', 'SF014']"
Range Rover Sport,P400,Dynamic S,2024,112335,Brogue,Portofino Blue,"['EP010', 'CS014', 'IT005', 'AS005', 'IL011', 'DA007', 'IT013', 'RF003', 'IT003', 'DA002', 'IL007']"
Range Rover Velar,P300,Autobiography,2025,130010,Light Oyster,Aruba,"['LT003', 'IT012', 'CP004', 'SF015', 'DA008', 'CL018', 'CP010', 'CP009', 'IT010', 'CL001', 'CL016', 'CP008', 'CL013', 'CL019', 'RF004', 'DA015', 'CV012', 'CL017']"
Range Rover Sport,D350,SVR,2022,186116,Reims Blue,Varesine Blue,"['EP013', 'AS004', 'CL014', 'IL009', 'LT007', 'CS013', 'CL016', 'SF016', 'WS013', 'CV009', 'CV014', 'IL006', 'CS010', 'WS012', 'IT006']"
Range Rover Sport,P460e PHEV,Dynamic HSE,2025,158210,Titan,Ostuni Pearl White,"['IL005', 'RF003', 'SF004', 'SF011', 'CL002', 'WS003', 'IT003', 'SF009', 'IL002', 'CL009']"
Defender,P300 110,SE,2020.5,49752,Glacier White,Spectral British Racing Green,"['IT001', 'SF018', 'LT001', 'SF006', 'SF009', 'SF022', 'CV011', 'DA005', 'SF004', 'LT006']"
Discovery Sport,P290,S,2023.5,33445,Dove,Causeway Grey,"['CV001', 'SF020', 'WS001', 'SF007', 'CV002', 'CL008', 'SF010']"
Range Rover Sport,D300,Dynamic SE,2020.5,78162,Ivory,Balmoral Blue,"['SF022', 'EP001', 'LT001', 'SF007', 'LT006', 'SF008', 'CV001', 'CV010', 'SF004', 'SF001']"
Range Rover,P615 SV,SE,2024.5,210702,Glacier White,Causeway Grey,"['CV011', 'CL008', 'SF007', 'SF014', 'SF009', 'DA005', 'CV010', 'SF003', 'SF008', 'IT009', 'EP001', 'IT001']"
Range Rover Evoque,P250,Autobiography,2023.5,74106,Siena Tan,Silicon Silver,"['CV010', 'CV004', 'CL010', 'AS004', 'SS004', 'WS008', 'DA015', 'AS009', 'CV007', 'IT019', 'CL008', 'LT001', 'SF025', 'DA018', 'CV012', 'EP006', 'WS017']"
Discovery Sport,P250,HSE Luxury,2024,68676,Siena Tan,Bright White,"['DA007', 'IT005', 'LT003', 'DA003', 'RF003', 'SF009', 'CL011', 'LT006', 'IL001']"
Range Rover Evoque,D200,Dynamic SE,2024.5,42352,Navy,Balmoral Blue,"['SF009', 'SF006', 'CV002', 'EP001', 'CL010', 'SF010', 'IT010', 'IT001', 'SF008', 'DA005', 'SF005', 'CV001']"
Range Rover Evoque,P200,Dynamic SE,2021,33925,Glacier White,Kaikoura Stone,"['CV002', 'CV011', 'WS001', 'LT006', 'SF005', 'IT010', 'IT001', 'IT004', 'SF022', 'EP001', 'CL008']"
Discovery,P300,S,2020,42980,Robusta,Bright White,"['DA001', 'LT001', 'EP001', 'SF007', 'SF010']"
Range Rover Evoque,P250,Autobiography,2024.5,85540,Brogue,Hakuba Silver,"['AS008', 'EP015', 'WS002', 'IL006', 'CS003', 'IL002', 'CS009', 'AS006', 'LT011', 'RF005', 'IT020', 'CP006']"
Range Rover Velar,P250,S,2022,49888,Cloud,Ostuni Pearl White,"['IT009', 'LT001', 'CL008', 'IT010', 'WS001', 'CV002', 'SF005', 'SF009']"
F-Pace,P250,SVR,2021,95805,Acorn,Aruba,"['WS009', 'AS008', 'IT017', 'SS004', 'DA014', 'CL005', 'SF001', 'DA015', 'IT005', 'SF015', 'CV019', 'CV010', 'CL009', 'CV009', 'CL013', 'CP010']"
Discovery Sport,P250,SE,2023,40705,Eclipse,Sunset Gold Satin,"['CL001', 'SF004', 'SF003', 'WS001', 'SF018', 'CV004', 'SF001', 'SF008']"
F-Pace,P575 SVR,R-Dynamic SE,2023.5,140855,Acorn,Eiger Grey,"['SF022', 'CV004', 'SF018', 'SF003', 'IT009', 'CV001', 'SF006', 'SF005']"
Defender,D240 110,Octa,2020,131828,Nimbus,Fuji White,"['EP003', 'EP007', 'AS009', 'AS006', 'LT019', 'EP015', 'RF004', 'CP002', 'CV004', 'LT001']"
Defender,D240 110,Octa,2022,148731,Light Oyster,Corris Grey,"['WS009', 'SS007', 'EP008', 'AS007', 'CS008', 'CV005', 'CL005', 'SS005', 'AS002', 'LT003', 'CP001', 'DA004', 'RF001', 'WS003', 'DA007']"
Range Rover Sport,D350,Dynamic HSE,2020,105350,Flame Red,Varesine Blue,"['SF022', 'RF003', 'CV006', 'LT002', 'SF001', 'WS009', 'IL005', 'CV004', 'SF011', 'SF008', 'SF016', 'SF017', 'IL001']"
F-Pace,P575 SVR,SVR,2023,254494,Flame Red,Sedona Red,"['IT022', 'IT014', 'IT012', 'CL014', 'CV013', 'SS008', 'CP002', 'EP014', 'CV020', 'CL017', 'CV002', 'CV006', 'CL013', 'IL004', 'EP013', 'CP010', 'LT012', 'RF003']"
Defender,D300 110,SE,2024.5,67723,Cloud,Varesine Blue,"['SF018', 'IT009', 'EP008', 'SF020', 'SF014', 'DA001', 'SF011', 'LT006', 'SF022', 'WS010', 'IT010', 'IT001']"
Discovery,P300,SE,2025,68910,Eclipse,Rossello Red,"['IT001', 'SF018', 'DA005', 'CL010', 'LT006', 'SF003', 'SF002', 'CV002', 'SF010', 'SF022']"
Discovery Sport,P200,SE,2024,43306,Reims Blue,Ostuni Pearl White,"['CL009', 'CL010', 'LT001', 'SF006', 'SF011', 'SF020', 'SF005', 'IT004', 'CV001', 'SF007', 'SF022', 'SF018']"
Range Rover,D350 LWB,SV,2021,226365,Brogue,Balmoral Blue,"['SF018', 'IL010', 'IT006', 'IL009', 'LT016', 'LT012', 'EP006', 'CP010', 'EP008', 'AS006', 'LT004', 'WS003', 'AS009']"
Range Rover Evoque,D200,Dynamic SE,2024.5,42872,Navy,Corris Grey,"['SF010', 'CV002', 'SF006', 'CV011', 'SF005', 'EP002', 'CL010', 'LT006']"
Range Rover,P460e PHEV SWB,HSE,2023,165700,Robusta,Sedona Red,"['WS002', 'LT002', 'RF002', 'DA005', 'CL003', 'SF019', 'IT005', 'IL002', 'IL001', 'DA006', 'CV005', 'WS009']"
Range Rover Evoque,P250,Dynamic HSE,2021,51992,Brogue,Fuji White,"['LT002', 'SF016', 'IT011', 'EP003', 'CV006', 'IL002', 'SF022', 'CL010', 'IT004', 'DA007', 'SF015', 'WS002']"
Discovery,D250,S,2025,58612,Moonbeam,Fuji White,"['SF006', 'IT007', 'SF009', 'SF007', 'IT009', 'IT001']"
Range Rover,P460e PHEV SWB,SE,2024,132300,Cirrus,Indus Silver,"['SF006', 'SF020', 'EP001', 'DA001', 'SF014', 'DA005', 'CV010', 'SF005', 'SF001', 'LT001']"
F-Pace,P250,R-Dynamic S,2024,85188,Eclipse,Lantau Bronze,"['RF004', 'EP014', 'IL010', 'IL009', 'WS017', 'EP009', 'CP001', 'IT013', 'EP013', 'CL018', 'CP002', 'AS007', 'EP004', 'LT004', 'AS002', 'DA004']"
F-Pace,P250,SVR,2024,117305,Light Oyster,Byron Blue,"['EP013', 'RF002', 'CP003', 'LT004', 'DA014', 'DA015', 'CL003', 'WS005', 'IT015', 'LT012', 'IT014', 'AS009', 'SF017', 'LT018']"
Range Rover Sport,P530,Autobiography,2021.5,160000,Glacier White,Spectral British Racing Green,"['CL016', 'IT002', 'DA012', 'CV018', 'WS013', 'CP008', 'AS009', 'EP002', 'LT016', 'DA018', 'IL007', 'CV014', 'CS001', 'LT012']"
Discovery Sport,P250,HSE Luxury,2021.5,59355,Caraway,Fuji White,"['LT006', 'CL002', 'IT004', 'WS008', 'SF011', 'DA003', 'IL002', 'CV010', 'LT001', 'IT002', 'IT003']"
Defender,P635 Octa,S,2024,99944,Flame Red,Bright White,"['SF010', 'WS010', 'SF009', 'SF008', 'IT010', 'WS006', 'SF007', 'SF006']"
Range Rover,P550e PHEV LWB,SV,2021.5,255015,Nimbus,Ostuni Pearl White,"['AS009', 'IT018', 'CV010', 'CS009', 'RF004', 'CP009', 'DA005', 'LT017', 'AS005', 'CS012']"
F-Pace,P300,R-Dynamic S,2023,63130,Espresso,Kaikoura Stone,"['DA003', 'CP010', 'SF017', 'SF001', 'IT015', 'WS015', 'EP001', 'EP010', 'EP002', 'DA006', 'IL012', 'CS012', 'CV016', 'DA009']"
Defender,P500 110,X-Dynamic,2024.5,104808,Siena Tan,Cosmos Black,"['DA020', 'CV005', 'LT011', 'IT004', 'IT015', 'LT010', 'CL014', 'SS015', 'LT019', 'CV009', 'IL008', 'DA012', 'EP014', 'WS008', 'RF004', 'AS007']"
Defender,P300 110,X-Dynamic,2024.5,96535,Light Oyster,Firenze Red,"['IT005', 'IL003', 'DA020', 'CP004', 'WS011', 'CS003', 'CP002', 'CP006', 'IT015', 'SS001', 'CL012', 'EP005', 'IT006', 'CP003']"
Discovery Sport,D180,HSE,2023,60540,Flame Red,Corris Grey,"['IL002', 'SF005', 'LT003', 'CL003', 'CL011', 'DA005', 'WS008', 'IT011', 'SF015', 'RF003', 'IT005']"
Range Rover,P615 SV,HSE,2024.5,270612,Dove,Narvik Black,"['WS003', 'DA002', 'IL001', 'CL012', 'DA001', 'CL010', 'DA007', 'EP003', 'EP002', 'CL002', 'IT005', 'LT003', 'LT006']"
Defender,P300 130,S,2024.5,61610,Ivory,Aruba,"['SF007', 'WS011', 'CL006', 'SF008', 'EP001', 'SF009']"
Discovery,D300,HSE Luxury,2024,104962,Light Oyster,Ostuni Pearl White,"['IT003', 'CL011', 'CV007', 'WS009', 'CL003', 'SF006', 'IT005', 'CL012', 'DA001', 'WS008', 'CV005', 'CL002']"
Discovery,P300,HSE,2021.5,76250,Reims Blue,Corris Grey,"['WS009', 'CL012', 'CV007', 'IT004', 'CV006', 'SF007', 'SF014', 'IT002', 'CL002', 'CL003', 'IT008']"
F-Pace,D240,R-Dynamic HSE,2022,70448,Siena Tan,Silicon Silver,"['IT002', 'WS002', 'CL011', 'DA005', 'IT005', 'LT006', 'DA001', 'LT003', 'SF014', 'CL001']"
Discovery,D250,SE,2022,56568,Acorn,Spectral British Racing Green,"['IT010', 'SF018', 'SF008', 'EP002', 'CV002', 'IT002', 'IT001', 'SF014', 'SF020', 'CV010']"
Range Rover Velar,D300,Dynamic HSE,2021,85739,Perlino,Portofino Blue,"['SF001', 'WS002', 'LT003', 'CV006', 'IT004', 'SF016', 'DA002', 'DA003', 'IT005', 'WS009', 'IL005', 'SF015']"
Range Rover Velar,P300,Dynamic HSE,2022,89540,Perlino,Cosmos Black,"['WS009', 'IL002', 'SF001', 'RF002', 'IT011', 'IT004', 'SF022', 'CL011', 'IT005', 'LT001', 'WS008', 'DA006', 'SF017']"
Range Rover Sport,P550e PHEV,SVR,2021.5,203532,Cloud,Sunset Gold Satin,"['LT002', 'CL002', 'IT020', 'CP004', 'EP010', 'CS009', 'DA007', 'SF001', 'SF013', 'EP006', 'CV012', 'EP013', 'IT006', 'LT017', 'WS009', 'WS018', 'IT011']"
Range Rover Sport,P400,Autobiography,2023,161612,Espresso,Champagne Gold,"['IT020', 'LT012', 'LT010', 'CV011', 'WS016', 'DA002', 'WS004', 'CP005', 'CP008', 'WS013', 'AS007', 'IL009', 'CP003', 'SS009']"
F-Pace,D200,R-Dynamic HSE,2024.5,82988,Cirrus,Sedona Red,"['DA003', 'CL012', 'IT011', 'SF003', 'CV002', 'CV007', 'IL005', 'CV005', 'SF012', 'LT001', 'WS009', 'IT002', 'DA006', 'SF011']"
Range Rover Sport,P530,Autobiography,2021,155240,Copper,Sedona Red,"['LT008', 'DA019', 'EP005', 'SS013', 'IL009', 'WS012', 'SF017', 'CV010', 'CV006', 'CP001', 'CL003', 'WS004', 'CS009', 'AS006']"
Range Rover,P615 SV,SE,2024,205469,Eclipse,Spectral British Racing Green,"['CV002', 'SF014', 'SF003', 'SF009', 'DA001', 'CV011', 'CV001', 'CL009', 'SF001']"
Defender,P400 110,HSE,2024,98269,Glacier White,Sunset Gold Satin,"['DA003', 'IL002', 'IT002', 'SF005', 'EP003', 'EP002', 'RF003', 'SF012', 'LT003', 'DA002', 'CV005', 'SF022', 'CV007']"
F-Pace,P400,SVR,2021,100745,Titan,Santorini Black,"['EP008', 'DA002', 'CS009', 'CV019', 'CS001', 'SS004', 'CP004', 'DA012', 'LT006', 'CP010', 'SS014', 'IT005', 'IT002']"
Defender,P300 130,HSE,2025,108128,Siena Tan,Bright White,"['CV009', 'CV005', 'IL002', 'CL003', 'EP002', 'LT002', 'CL012', 'CL002', 'CL011', 'EP003', 'CV010', 'CL009', 'CV002', 'IT011', 'SF008']"
Range Rover Sport,P460e PHEV,Dynamic HSE,2023.5,146040,Robusta,Lantau Bronze,"['DA007', 'RF003', 'CL008', 'SF009', 'IL002', 'SF022', 'DA002', 'EP001', 'DA005', 'CL012', 'WS003']"
Defender,P400 110,HSE,2022.5,87972,Dove,Spectral British Racing Green,"['IL002', 'IL001', 'IT003', 'SF011', 'LT003', 'LT006', 'SF010', 'RF002', 'SF005', 'EP007', 'SF008', 'CV004', 'IL005']"
Defender,P400 130,S,2024,62669,Ivory,Silicon Silver,"['EP001', 'SF007', 'SF001', 'SF004', 'CV002']"
Discovery Sport,P290,S,2022,30924,Cloud,Spectral British Racing Green,"['CV002', 'SF002', 'EP001', 'LT005', 'SF006', 'SF004', 'SF001', 'SF022']"
Range Rover Evoque,P300,S,2024,39740,Flame Red,Sedona Red,"['EP001', 'SF020', 'IT010', 'SF007', 'SF005', 'SF008', 'IT001', 'CL001']"
Defender,D240 90,HSE,2020,63777,Acorn,Narvik Black,"['WS008', 'CV007', 'IT005', 'DA006', 'SF017', 'IT002', 'SF006', 'IT004', 'SF022', 'IT011', 'EP007', 'SF005', 'EP008', 'WS009']"
Defender,P300 90,SE,2024.5,60905,Light Oyster,Eiger Grey,"['SF014', 'SF011', 'IT010', 'WS001', 'SF003', 'IT002', 'WS010', 'SF008', 'IT009', 'CL010']"
Defender,P300 90,HSE,2023,72120,Ebony,Byron Blue,"['WS010', 'CV009', 'CL008', 'DA002', 'CV006', 'CL011', 'WS006', 'SF004', 'EP008', 'IT001', 'CV007']"
